 ,REG,LONG,LATI,FM_cultiv,PM_cultiv,SB_cultiv,FM_ext,FM_int,FM_rf,FM_irr,PM_ext,PM_int,PM_rf,PM_irr,SB_cas,SB_ext,SB_int,SB_rf,SB_dec,SB_irr,FMcycle_m,FMcycle_v,PMcycle_m,PMcycle_v,SBcycle_m,SBcycle_v,ALT_m,ALT_v,SLO_m,SLO_v,INS_m,INS_v,GHI_m,GHI_v,AI_m,AI_v,PCI_m,PCI_v,BIO1_m,BIO1_v,BIO2_m,BIO2_v,BIO3_m,BIO3_v,BIO4_m,BIO4_v,BIO5_m,BIO5_v,BIO6_m,BIO6_v,BIO7_m,BIO7_v,BIO8_m,BIO8_v,BIO9_m,BIO9_v,BIO10_m,BIO10_v,BIO11_m,BIO11_v,BIO12_m,BIO12_v,BIO13_m,BIO13_v,BIO14_m,BIO14_v,BIO15_m,BIO15_v,BIO16_m,BIO16_v,BIO17_m,BIO17_v,BIO18_m,BIO18_v,BIO19_m,BIO19_v,SOC_m,SOC_v,BD1_m,BD1_v,BD2_m,BD2_v,CLAY1_m,CLAY1_v,CLAY2_m,CLAY2_v,SILT1_m,SILT1_v,SILT2_m,SILT2_v,SAND1_m,SAND1_v,SAND2_m,SAND2_v,GRAV1_m,GRAV1_v,GRAV2_m,GRAV2_v,CEC1_m,CEC1_v,CEC2_m,CEC2_v,ECE1_m,ECE1_v,ECE2_m,ECE2_v,PH1_m,PH1_v,PH2_m,PH2_v,OC1_m,OC1_v,OC2_m,OC2_v,TK1_m,TK1_v,TK2_m,TK2_v,TN1_m,TN1_v,TN2_m,TN2_v,TP1_m,TP1_v,TP2_m,TP2_v,TS1_m,TS1_v,TS2_m,TS2_v,WC11_m,WC11_v,WC12_m,WC12_v,WC21_m,WC21_v,WC22_m,WC22_v,WC31_m,WC31_v,WC32_m,WC32_v
"E103,""Sindh, Pakistan"",67.551482,27.381233,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,97.2683,585.0256,282.1385,183494.6512,2.5331,18.8988,11.9033,1.246,5.4918,0.0169,0.0599,0.0007,0.1558,0.0004,25.6228,6.2029,16.5593,0.1227,43.4676,1.1779,732.1124,593.9558,43.0808,8.4148,5.3915,3.3849,37.6893,1.1783,32.4559,4.2662,23.4262,21.1826,33.8033,6.9961,15.24,4.4849,133.6357,843.4188,36.083,31.4874,1.4727,0.2801,88.1153,154.0357,75.4942,133.2631,11.2033,4.0476,54.6869,412.4598,27.916,118.8413,33.5976,83.206,1.415,0.0075,1.4303,0.0028,19,0,19.9164,2.0768,32.6954,38.9973,35.6119,23.0753,49.5822,51.9195,43.4717,11.3069,5.2507,18.691,7.4178,51.9195,0.1514,0.0003,0.1564,0,0.0253,0.0002,0.0461,0.0007,7.9361,0.0023,7.8722,0.0092,0.6289,0.1477,0.1342,0.0102,1.75,0,1.49,0,0.08,0,0.0256,0.0004,0.05,0,0.05,0,0.2687,0.0407,1.5994,1.4406,26,0,28.559,3.6879,22.0836,2.0768,22.7224,0.923,10.3612,0.2308,9.3612,0.2308"
"E104,""Sindh, Pakistan"",67.559375,27.376636,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,82.88,273.6256,97.2683,585.0256,271.9462,177274.5054,2.4432,18.3164,11.9033,1.246,5.4896,0.0163,0.0594,0.0007,0.1565,0.0005,25.6793,5.9795,16.5632,0.1225,43.4498,1.162,732.5607,578.0553,43.1435,8.1193,5.4304,3.2605,37.7131,1.1429,32.4967,4.1251,23.4297,21.0891,33.8617,6.7521,15.2877,4.3208,132.9032,812.6005,36.0517,31.3125,1.4591,0.2741,88.4901,157.3007,75.3896,130.5168,11.1555,4.0631,54.2304,398.4392,27.5909,115.555,33.4265,81.8118,1.4169,0.0074,1.4314,0.0028,19.0039,0.0388,19.9524,2.1052,32.5646,38.5343,35.5108,22.7938,49.7288,51.4799,43.5368,11.3188,5.1548,18.4507,7.2588,51.2384,0.151,0.0003,0.1563,0,0.0256,0.0002,0.0466,0.0007,7.935,0.0023,7.8702,0.0091,0.6207,0.1457,0.1365,0.0101,1.75,0,1.49,0,0.08,0,0.026,0.0004,0.05,0,0.05,0,0.273,0.0401,1.6249,1.4221,26,0,28.5998,3.6406,22.0584,2.1475,22.707,0.9899,10.3522,0.2328,9.3537,0.2503"
"E105,""Sindh, Pakistan"",67.418526,27.368732,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,97.2683,585.0256,426.8946,241988.9779,3.6275,23.0266,11.9033,1.246,5.5386,0.0245,0.0691,0.0009,0.1522,0.0003,24.8177,8.0996,16.5912,0.1201,43.953,1.2944,722.6179,758.961,42.1517,10.9679,4.7991,4.3721,37.3527,1.5357,31.8373,5.4292,22.4565,14.7431,32.9269,9.0553,14.5939,5.8893,144.0079,1050.3649,37.753,26.7963,1.5561,0.2956,86.3196,122.895,78.8615,129.7075,11.2371,3.2866,62.1927,495.6262,31.3915,152.782,35.5279,92.5561,1.3866,0.0081,1.4129,0.003,19,0,19.444,2.2471,34.7426,42.1952,37.1866,24.9676,47.2201,56.1771,42.3694,12.2341,6.668,20.2238,9.7799,56.1771,0.1569,0.0003,0.1571,0,0.0207,0.0002,0.0375,0.0007,7.9519,0.0025,7.9037,0.01,0.7549,0.1598,0.1011,0.011,1.75,0,1.49,0,0.08,0,0.0193,0.0004,0.05,0,0.05,0,0.2025,0.044,1.2051,1.5606,26,0,27.9282,3.9952,22.556,2.2471,23.0373,0.9987,10.5187,0.2497,9.5187,0.2497"
"E106,""Sindh, Pakistan"",67.620804,27.624278,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,82.88,273.6256,82.88,273.6256,250.887,148433.1445,2.3123,18.3914,11.9033,1.246,5.4536,0.0156,0.0546,0.0005,0.1391,0.0003,25.9055,5.1452,16.31,0.1309,42.7424,1.2525,741.9712,377.3205,43.4786,6.5346,5.7484,3.108,37.7302,0.7117,32.8539,3.2419,26.4607,33.4933,34.2169,5.6235,15.4024,3.8145,131.7865,802.5792,31.8256,44.3048,1.8983,0.4661,77.0649,172.173,68.1163,191.0413,12.9155,4.2432,50.174,463.992,31.1803,87.9312,33.1322,83.523,1.4207,0.0072,1.4338,0.0027,19,0,20.0124,1.9877,32.2797,37.3237,35.292,22.085,50.0619,49.6913,43.6956,10.8217,4.9628,17.8889,6.9381,49.6913,0.1503,0.0003,0.1562,0,0.0263,0.0002,0.0478,0.0006,7.9329,0.0022,7.8659,0.0088,0.6034,0.1413,0.1409,0.0097,1.75,0,1.49,0,0.08,0,0.0268,0.0004,0.05,0,0.05,0,0.2821,0.0389,1.6794,1.3782,26,0,28.6871,3.5283,21.9876,1.9877,22.6584,0.8834,10.3292,0.2209,9.3292,0.2209"
"E107,""Sindh, Pakistan"",67.56704,27.651288,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,82.88,273.6256,82.88,273.6256,318.5083,196268.2179,2.922,22.4332,11.9033,1.246,5.4679,0.0207,0.0582,0.0006,0.1373,0.0003,25.5232,6.8541,16.3117,0.1179,42.887,1.4126,739.6246,494.5056,43.0723,8.7516,5.4602,4.108,37.6121,0.9398,32.5796,4.4195,26.14,33.4083,33.8323,7.4642,15.0704,5.0849,136.9044,1020.124,32.5805,47.0961,1.9699,0.4492,76.1201,140.201,69.6809,222.1914,13.0865,3.6886,53.6339,553.0963,32.9793,105.2619,34.1633,95.2601,1.4093,0.0077,1.4268,0.0029,19,0,19.8211,2.1471,33.1088,40.3183,35.9298,23.857,49.1053,53.6783,43.2491,11.6899,5.5368,19.3242,7.8947,53.6783,0.1525,0.0003,0.1565,0,0.0244,0.0002,0.0443,0.0007,7.9393,0.0024,7.8786,0.0095,0.6544,0.1527,0.1275,0.0105,1.75,0,1.49,0,0.08,0,0.0243,0.0004,0.05,0,0.05,0,0.2553,0.0421,1.5198,1.4899,26,0,28.4316,3.8141,22.1789,2.1471,22.786,0.9543,10.393,0.2386,9.393,0.2386"
"E108,""Sindh, Pakistan"",67.557127,27.655616,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,82.88,273.6256,82.88,273.6256,331.6245,204681.299,3.0447,23.2265,11.9033,1.246,5.4707,0.0215,0.0589,0.0006,0.137,0.0003,25.4477,7.1677,16.3122,0.1154,42.9149,1.4369,739.1557,515.2237,42.9921,9.1581,5.403,4.2909,37.5892,0.9819,32.5242,4.6394,26.066,33.3477,33.7565,7.7999,15.0049,5.3198,137.8782,1058.6005,32.7319,47.4169,1.9819,0.4448,75.9924,135.015,69.996,227.18,13.1099,3.5932,54.2929,567.0212,33.3152,108.6758,34.3737,97.239,1.4071,0.0078,1.4254,0.0029,19,0,19.7847,2.1691,33.2661,40.7314,36.0508,24.1014,48.9237,54.2282,43.1644,11.8097,5.6458,19.5222,8.0763,54.2282,0.1529,0.0003,0.1566,0,0.024,0.0002,0.0437,0.0007,7.9405,0.0024,7.881,0.0096,0.6641,0.1542,0.1249,0.0106,1.75,0,1.49,0,0.08,0,0.0238,0.0004,0.05,0,0.05,0,0.2502,0.0425,1.4894,1.5053,26,0,28.3831,3.8536,22.2153,2.1691,22.8102,0.9641,10.4051,0.241,9.4051,0.241"
"E109,""Sindh, Pakistan"",67.573061,27.648347,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,82.88,273.6256,82.88,273.6256,310.1423,189953.7257,2.8514,21.9808,11.9033,1.246,5.4661,0.0201,0.0577,0.0006,0.1374,0.0003,25.572,6.6243,16.3117,0.119,42.8682,1.3919,739.9473,479.1786,43.1249,8.4498,5.4971,3.975,37.6277,0.9067,32.6165,4.2524,26.1843,33.3713,33.8816,7.2162,15.1125,4.9135,136.2893,993.3207,32.4846,46.7819,1.9626,0.4515,76.1988,143.482,69.4798,218.7891,13.0732,3.7428,53.2267,543.6803,32.7663,102.6118,34.0222,93.8988,1.4106,0.0077,1.4276,0.0029,19,0,19.8429,2.1326,33.014,40.0457,35.8569,23.6957,49.2146,53.3153,43.3001,11.6109,5.4712,19.1935,7.7854,53.3153,0.1522,0.0003,0.1565,0,0.0246,0.0002,0.0447,0.0007,7.9386,0.0024,7.8771,0.0095,0.6486,0.1517,0.129,0.0104,1.75,0,1.49,0,0.08,0,0.0246,0.0004,0.05,0,0.05,0,0.2584,0.0418,1.538,1.4797,26,0,28.4608,3.788,22.1571,2.1326,22.7714,0.9478,10.3857,0.237,9.3857,0.237"
"E110,""Sindh, Pakistan"",67.55433,27.886048,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,82.88,273.6256,82.88,273.6256,327.8694,188562.157,3.2145,26.0119,11.9033,1.246,5.4424,0.0233,0.056,0.0005,0.1268,0.0001,25.5731,6.8278,16.1485,0.1122,42.4439,1.6067,747.6028,461.061,43.2337,8.3908,5.6015,4.3625,37.6323,0.742,32.1672,11.9927,27.8556,30.4376,34.0148,7.3067,15.043,5.1215,139.5734,982.6529,30.755,56.212,2.4393,0.4113,68.5629,117.4355,65.4601,273.7382,14.3338,2.2606,53.6248,579.5147,36.8616,81.3147,34.0381,110.9407,1.4084,0.0078,1.4263,0.0029,19,0,19.8069,2.156,33.1701,40.4853,35.977,23.9558,49.0345,53.9006,43.2161,11.7384,5.5793,19.4042,7.9655,53.9006,0.1527,0.0003,0.1565,0,0.0242,0.0002,0.0441,0.0007,7.9398,0.0024,7.8795,0.0096,0.6582,0.1533,0.1265,0.0106,1.75,0,1.49,0,0.08,0,0.0241,0.0004,0.05,0,0.05,0,0.253,0.0423,1.5057,1.4972,26,0,28.4092,3.8329,22.1931,2.156,22.7954,0.9582,10.3977,0.2396,9.3977,0.2396"
"E111,""Sindh, Pakistan"",68.320769,27.427312,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,97.2683,585.0256,52.097,49.868,0.0913,0.0226,11.9033,1.246,5.5002,0.0014,0.0416,0,0.1902,0.0026,26.8534,0.0317,15.8052,0.2576,41.6999,0.4473,740.4477,96.0129,44.029,0.1097,6.5859,0.319,37.4431,0.5121,33.6166,1.7679,25.7267,25.5673,35.0396,0.0446,16.2371,0.0602,108.3789,47.9169,33.2001,67.4792,1.0448,0.7953,103.1147,762.3604,69.298,163.7358,8.1719,13.2994,41.5678,80.1825,19.4527,56.5554,29.1638,47.6231,1.4662,0.001,1.4702,0.0003,21.1708,17.1132,23.302,21.3241,31.7028,55.1973,34.6281,27.8468,48.1646,168.8185,41.0699,93.906,1.6957,2.5102,2.059,4.7719,0.1574,0.0011,0.1708,0.0009,0.0286,0.0001,0.0504,0.0007,7.8823,0.0028,7.8547,0.0093,0.4824,0.0685,0.2635,0.0139,1.7704,0.0123,1.5066,0.008,0.0863,0.0002,0.0414,0.0001,0.051,0,0.051,0,0.315,0.0321,1.8732,1.1404,25.9371,0.0893,28.9282,3.3658,24.8574,48.6106,25.3257,38.0368,10.9893,2.9357,10.9103,11.2099"
"E112,""Sindh, Pakistan"",68.311871,27.423026,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,97.2683,585.0256,51.8324,41.726,0.0882,0.0188,11.9033,1.246,5.4996,0.0014,0.0416,0,0.1901,0.0025,26.8515,0.0316,15.822,0.2565,41.7189,0.4491,740.7646,92.9003,44.0395,0.1078,6.5716,0.317,37.4679,0.5047,33.6211,1.5619,25.672,25.6046,35.042,0.0439,16.2318,0.0598,108.4836,47.0143,33.2302,66.9809,1.0444,0.7808,103.0953,753.1113,69.3888,161.8298,8.1946,13.0809,41.5783,78.7314,19.4318,55.3589,29.2667,47.3311,1.4667,0.0009,1.4705,0.0002,21.1652,17.0528,23.3076,21.1644,31.6808,54.3635,34.6109,27.3654,48.2064,167.8178,41.0815,93.2153,1.6756,2.2421,2.0176,4.0995,0.1573,0.0011,0.1707,0.0009,0.0288,0.0001,0.0507,0.0006,7.882,0.0026,7.8532,0.0089,0.4799,0.0671,0.264,0.0137,1.7682,0.011,1.5048,0.0071,0.0863,0.0002,0.0415,0,0.0509,0,0.0509,0,0.3173,0.0317,1.8872,1.1264,25.9428,0.0773,28.957,3.2873,24.8267,48.5742,25.3077,37.9804,10.9733,2.9077,10.8861,11.1567"
"E113,""Sindh, Pakistan"",68.304573,27.427655,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,97.2683,585.0256,51.6707,36.9294,0.0847,0.015,11.9033,1.246,5.4983,0.0014,0.0416,0,0.1887,0.0025,26.8552,0.0316,15.8241,0.2563,41.7186,0.4538,740.9793,90.7527,44.05,0.1071,6.575,0.3147,37.475,0.4992,33.6002,1.8004,25.7353,25.9986,35.0489,0.0439,16.2336,0.0592,108.5767,47.6772,33.0355,66.344,1.0665,0.7928,102.3916,754.72,69.0957,160.08,8.2981,13.1821,41.3658,77.3443,19.6217,56.7721,29.3417,47.2136,1.4674,0.0008,1.4709,0.0002,21.1646,16.9914,23.3175,21.0056,31.6282,54.0411,34.5726,27.0934,48.2678,167.4238,41.1099,92.9265,1.6432,1.9297,1.9639,3.2912,0.1571,0.0011,0.1706,0.0009,0.0289,0.0001,0.0509,0.0006,7.8819,0.0023,7.8528,0.0086,0.4768,0.0655,0.2647,0.0134,1.7684,0.0111,1.5049,0.0072,0.0863,0.0002,0.0416,0,0.0509,0,0.0509,0,0.3189,0.0313,1.8966,1.1141,25.9448,0.0609,28.9742,3.2233,24.8135,48.5491,25.298,37.9448,10.9709,2.905,10.8831,11.1552"
"E114,""Sindh, Pakistan"",68.756503,27.46001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,134.75,467.6875,61.399,202.403,0.2073,0.0757,11.9033,1.246,5.5332,0.0006,0.0406,0,0.2267,0.0028,26.8619,0.0275,15.3345,0.1871,41.3933,0.432,724.8924,84.8844,43.5192,0.0811,6.9337,0.2418,36.5854,0.3473,34.1214,0.258,25.4614,16.6065,34.8298,0.0403,16.4182,0.0466,101.3034,65.3704,36.8323,62.3983,0.4893,0.4476,120.4989,660.1777,71.4971,207.3697,5.4902,9.7444,45.904,93.0047,15.2543,31.0031,25.3244,40.242,1.4525,0.0033,1.4691,0.0015,18.1782,59.7934,19.4825,76.6506,27.9343,153.0557,29.8179,145.0289,54.0716,407.0166,49.6997,412.6907,2.2166,9.7833,2.9671,22.9789,0.1447,0.0028,0.1507,0.0036,0.0171,0.0002,0.0291,0.0006,7.6504,0.2201,7.654,0.2821,0.5186,0.1126,0.2272,0.0211,1.8591,0.0695,1.6686,0.0366,0.0759,0.0006,0.0334,0.0002,0.0461,0.0005,0.0428,0.0007,0.1658,0.0315,0.9818,1.1122,23.198,15.3162,24.3624,29.7932,23.9493,68.3128,23.5282,65.5303,10.3878,11.4276,10.7667,19.6136"
"E115,""Sindh, Pakistan"",68.691094,27.381476,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,134.75,467.6875,59.9469,217.1199,0.2124,0.0782,11.9033,1.246,5.5341,0.0006,0.0413,0,0.235,0.0024,26.817,0.029,15.5083,0.2124,41.613,0.3717,726.9892,117.2476,43.5672,0.0965,6.7613,0.292,36.806,0.4667,34.0812,0.2958,24.6298,13.1612,34.8123,0.0392,16.3444,0.0597,103.4769,69.8303,38.525,59.5034,0.4142,0.3564,124.9297,530.6761,75.2894,194.077,5.1072,7.6922,47.8047,83.862,14.3087,21.0878,25.4111,42.1993,1.4503,0.0031,1.4685,0.0015,18.1243,60.3824,19.4924,77.5154,28.5863,146.5366,30.2343,144.9302,53.6095,404.2237,49.2733,416.297,2.3603,9.4092,3.0344,22.7671,0.1434,0.0029,0.1484,0.0036,0.0187,0.0002,0.032,0.0007,7.6385,0.2185,7.6278,0.2723,0.5239,0.1102,0.2298,0.0209,1.793,0.0389,1.617,0.0262,0.0764,0.0006,0.0333,0.0002,0.0428,0.0003,0.0393,0.0005,0.1838,0.0355,1.0942,1.2548,23.2675,15.811,24.6232,31.8861,23.6316,69.1106,23.4183,66.0934,10.0794,10.5215,10.3182,18.468"
"E200,""Khartoum, Sudan"",32.054954,15.442981,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106.125,842.6875,0,0,424.3542,685.9072,0.2846,0.025,11.7766,1.3041,6.2949,0.0011,0.0379,0,0.3466,0.0003,28.7398,0.0407,15.017,0.0047,56.9906,0.5173,343.6241,241.6835,40.9772,0.0642,14.8545,0.0573,26.1227,0.0701,30.5015,0.1307,24.7644,0.074,32.3111,0.0758,23.4998,0.0745,127.9252,242.1764,59.6565,19.0437,0,0,168.7884,40.534,119.0816,164.3406,0,0,33.2767,287.3157,0,0,9.181,16.4983,1.3688,0.0041,1.3851,0.0078,15.3079,54.8127,16.1508,65.9162,19.9264,70.863,19.8594,69.0544,64.0066,221.6299,62.1539,244.1927,9.343,7.1167,10.1021,9.478,0.1361,0.0035,0.1231,0.0039,0.0024,0,0.0026,0,7.2376,0.1737,7.4488,0.3057,0.6041,0.0241,0.325,0.0082,1.669,0.2295,1.7452,0.0122,0.1297,0.0035,0.0874,0.0021,0.0409,0.0002,0.037,0,0.0068,0,0.0067,0,18.2552,15.1842,19.5984,18.8493,17.9024,27.6902,19.1822,34.1188,7.7474,9.0858,9.0913,14.2913"
"E201,""Khartoum, Sudan"",32.062754,15.417267,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,164.75,467.6875,0,0,424.8826,665.4708,0.2804,0.0237,11.7766,1.3041,6.2944,0.0011,0.0385,0,0.3448,0.0003,28.7396,0.0423,15.0196,0.0052,57.0611,0.5563,341.8912,247.6071,40.9755,0.0678,14.8777,0.0571,26.0978,0.0737,30.4698,0.1347,24.7892,0.075,32.2957,0.0775,23.5265,0.076,129.7501,242.286,60.166,18.8989,0,0,168.3326,40.4206,120.5888,164.322,0,0,32.4681,308.706,0,0,9.3151,16.9946,1.3686,0.0041,1.3852,0.0079,15.4359,60.9217,16.3072,73.6577,19.9922,73.6242,19.9049,71.479,63.7767,236.2775,61.9702,257.0233,9.24,7.7994,10.0401,10.2661,0.1367,0.0038,0.124,0.0044,0.0025,0,0.0027,0,7.2352,0.1749,7.4458,0.3074,0.606,0.0261,0.3254,0.0085,1.6642,0.2307,1.7437,0.0123,0.129,0.0035,0.0866,0.0021,0.0409,0.0002,0.037,0,0.0068,0,0.0066,0,18.4152,19.6644,19.7444,23.2735,18.0228,30.8065,19.2853,37.3783,7.8226,10.8549,9.1557,16.3052"
"E202,""Khartoum, Sudan"",32.414599,15.453582,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,70.6667,95.5556,412.4583,767.1854,0.2263,0.0272,11.7766,1.3041,6.2774,0.0018,0.0394,0,0.332,0.0003,28.8917,0.0679,15.112,0.0416,56.922,0.8277,345.8426,255.2277,41.2069,0.127,14.8961,0.0654,26.3107,0.0917,30.6515,0.1365,24.9,0.1169,32.5052,0.0989,23.6347,0.1148,139.1843,479.8902,62.7326,43.1024,0,0,164.716,33.9244,127.4505,329.745,0,0,38.8919,360.2593,0,0,10.2375,22.9072,1.4056,0.0022,1.4598,0.0076,29.119,296.2862,31.6967,361.3343,25.7418,71.5504,24.3653,69.2234,43.4264,491.9751,42.0712,477.8045,5.8993,24.2952,5.9959,20.5446,0.233,0.0163,0.2351,0.0214,0.0043,0,0.0057,0.0001,7.3194,0.1014,7.5902,0.1514,0.8545,0.1004,0.4352,0.0197,1.7987,0.1018,1.742,0.0076,0.136,0.0015,0.0814,0.0013,0.0538,0.0002,0.0425,0,0.0109,0.0001,0.0077,0,28.5428,158.8711,30.0925,161.5542,27.5145,117.9954,29.3356,142.0244,14.9468,90.3922,16.7599,106.9028"
"E203,""Khartoum, Sudan"",32.413498,15.4525,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,70.6667,95.5556,412.4972,768.0068,0.2264,0.0272,11.7766,1.3041,6.2774,0.0018,0.0394,0,0.3319,0.0003,28.8916,0.068,15.112,0.0415,56.9252,0.8302,345.7527,255.7739,41.2065,0.1272,14.8972,0.0652,26.3093,0.092,30.6498,0.1371,24.9011,0.1166,32.5041,0.0993,23.6358,0.1146,139.2362,478.7846,62.7451,42.9749,0,0,164.7083,33.939,127.4949,328.9577,0,0,38.8336,361.2558,0,0,10.2468,22.9363,1.4054,0.0022,1.4595,0.0076,29.082,296.2711,31.6562,361.3222,25.7293,71.8254,24.3557,69.4585,43.4763,492.8158,42.1233,478.7053,5.9026,24.2778,6.0043,20.5857,0.2327,0.0163,0.2347,0.0214,0.0043,0,0.0057,0.0001,7.319,0.1018,7.5895,0.1522,0.8537,0.1004,0.4348,0.0197,1.7978,0.1025,1.7419,0.0076,0.1359,0.0015,0.0813,0.0013,0.0537,0.0002,0.0424,0,0.0109,0.0001,0.0077,0,28.5206,158.8333,30.0684,161.5446,27.4918,118.0477,29.3095,142.0753,14.928,90.3353,16.7385,106.8559"
"E204,""Khartoum, Sudan"",32.436554,15.444747,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,70.6667,95.5556,410.8785,731.6946,0.2219,0.0272,11.7766,1.3041,6.2761,0.0018,0.0398,0,0.3306,0.0003,28.8994,0.0648,15.1295,0.0481,56.9592,0.8812,345.385,257.922,41.2222,0.1215,14.8985,0.064,26.3236,0.0951,30.6488,0.139,24.9153,0.1101,32.5104,0.0975,23.6513,0.1085,140.9568,504.6542,63.2592,45.8146,0,0,164.3545,32.8735,128.9097,348.9251,0,0,39.1802,377.4676,0,0,10.3433,23.4893,1.409,0.0018,1.4667,0.0069,30.3484,299.2287,33.064,364.3747,26.168,66.2671,24.6801,65.1497,41.7137,473.281,40.3535,457.8864,5.6665,24.6943,5.6787,19.6743,0.2419,0.0165,0.2453,0.0217,0.0044,0,0.0058,0.0001,7.3266,0.0929,7.6031,0.1336,0.8772,0.1009,0.4455,0.0195,1.815,0.0852,1.7426,0.0071,0.137,0.0013,0.0814,0.0012,0.0551,0.0002,0.043,0,0.0113,0.0001,0.0079,0,29.3957,160.8999,30.9772,163.011,28.3198,117.1717,30.2185,141.6682,15.5887,92.6568,17.4597,109.2917"
"E205,""Khartoum, Sudan"",32.428196,15.426329,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,119.75,242.6875,411.0433,737.6866,0.2216,0.0274,11.7766,1.3041,6.2755,0.0018,0.0402,0,0.3299,0.0002,28.8974,0.0652,15.1333,0.0491,57.0135,0.9337,344.0999,268.3955,41.2184,0.1224,14.9126,0.0614,26.3058,0.1006,30.6243,0.1493,24.9316,0.1048,32.4955,0.1021,23.6682,0.1041,141.973,494.6469,63.5185,44.606,0,0,164.1524,32.3691,129.7644,342.0948,0,0,38.4587,392.4292,0,0,10.4876,23.8369,1.408,0.002,1.4651,0.0073,30.1769,302.0355,32.8777,367.767,26.0521,68.6864,24.5721,67.2066,41.9918,484.3283,40.653,469.9615,5.6551,24.5148,5.727,20.0949,0.2406,0.0166,0.2438,0.0219,0.0044,0,0.0058,0.0001,7.321,0.0965,7.5953,0.1406,0.8737,0.1021,0.4436,0.0198,1.8065,0.0914,1.7409,0.0072,0.1362,0.0014,0.0808,0.0013,0.0548,0.0002,0.0429,0,0.0112,0.0001,0.0078,0,29.3198,161.4341,30.8847,163.9128,28.2124,118.582,30.0916,143.4599,15.5122,93.0287,17.3662,109.9513"
"E206,""Khartoum, Sudan"",32.427216,15.426054,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,119.75,242.6875,411.1049,739.1288,0.2218,0.0274,11.7766,1.3041,6.2755,0.0018,0.0402,0,0.3299,0.0002,28.8971,0.0653,15.1326,0.0489,57.0134,0.9318,344.0812,268.3221,41.2178,0.1226,14.913,0.0613,26.3048,0.1008,30.6238,0.1493,24.9316,0.1048,32.4949,0.1023,23.668,0.1041,141.9356,492.7462,63.5068,44.4155,0,0,164.1627,32.4114,129.7346,340.7234,0,0,38.4424,392.4588,0,0,10.4875,23.8498,1.4077,0.002,1.4647,0.0073,30.1218,302.2809,32.8169,368.0822,26.026,69.089,24.5502,67.5323,42.0738,486.1161,40.7371,471.8954,5.6613,24.4853,5.7421,20.1662,0.2402,0.0167,0.2433,0.0219,0.0044,0,0.0058,0.0001,7.3201,0.0971,7.594,0.1418,0.8727,0.1023,0.4431,0.0199,1.8051,0.0925,1.7407,0.0073,0.136,0.0014,0.0807,0.0013,0.0547,0.0002,0.0429,0,0.0112,0.0001,0.0078,0,29.285,161.4416,30.8474,163.9791,28.1764,118.7727,30.0515,143.6796,15.4849,93.0108,17.3355,109.9602"
