Reading No,Time,Type,Duration,Units,Sequence,Flags,SAMPLE,OBJNAME,X,Y,area,element,Al2O3,Al2O3 Error,FeO,FeO Error,MgO,MgO Error,Cr2O3,Cr2O3 Error,Mg,Mg Error,Al,Al Error,Bal,Bal Error,Si,Si Error,P,P Error,S,S Error,Cl,Cl Error,K,K Error,Ca,Ca Error,Ti,Ti Error,V,V Error,Cr,Cr Error,Mn,Mn Error,Fe,Fe Error,Co,Co Error,Ni,Ni Error,Cu,Cu Error,Zn,Zn Error,As,As Error,Se,Se Error,Rb,Rb Error,Sr,Sr Error,Zr,Zr Error,Nb,Nb Error,Mo,Mo Error,Pd,Pd Error,Ag,Ag Error,Cd,Cd Error,Sn,Sn Error,Sb,Sb Error,Ba,Ba Error,W,W Error,Au,Au Error,Pb,Pb Error,Bi,Bi Error
358,6/1/2007 2:11,Mining,122.37,%,Final,,SF025c,SF025,371486.0036,7217710.011,B,undetermined,0.377,0,3.053,0,0,0,0.01,0,< LOD,0.404,0.2,0.038,90.452,0.052,4.342,0.067,0.821,0.021,0.097,0.008,0.063,0.003,0.704,0.02,0.556,0.026,0.246,0.006,0.007,0.003,0.007,0.002,0.077,0.008,2.373,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.025,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
359,6/1/2007 2:16,Mining,123.57,%,Final,,SF026,SF026,371485.8587,7217708.135,B,undetermined,0.373,0,3.07,0,0,0,0.011,0,< LOD,0.305,0.197,0.038,90.552,0.054,3.953,0.064,0.814,0.021,0.089,0.008,0.078,0.004,0.731,0.02,0.766,0.031,0.261,0.006,0.007,0.003,0.007,0.002,0.095,0.009,2.386,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
360,Invalid,Mining,123.39,%,Final,,SF027,SF027,371485.9111,7217706.203,B,undetermined,0.357,0,2.983,0,0,0,0.011,0,< LOD,0.231,0.189,0.038,91.235,0.049,3.687,0.063,0.724,0.021,0.085,0.008,0.056,0.003,0.695,0.019,0.599,0.026,0.271,0.006,0.005,0.003,0.007,0.002,0.075,0.008,2.319,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.025,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.019,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
361,Invalid,Mining,122.87,%,Final,,SF028,SF028,371485.8619,7217704.121,B,undetermined,0.343,0,2.903,0,0,0,0.008,0,< LOD,0.311,0.181,0.037,91.017,0.051,4.202,0.066,0.708,0.02,0.079,0.008,0.058,0.003,0.644,0.019,0.491,0.025,0.255,0.006,0.007,0.003,0.006,0.002,0.042,0.007,2.256,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.03,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.017,0.003,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
362,Invalid,Mining,121.71,%,Final,,SF029,SF029,371485.7724,7217701.977,B,undetermined,0.231,0,2.846,0,0,0,0.01,0,< LOD,0.217,0.122,0.034,91.657,0.046,3.671,0.061,0.741,0.02,0.087,0.008,0.058,0.003,0.604,0.019,0.494,0.025,0.249,0.006,0.006,0.003,0.007,0.002,0.043,0.007,2.212,0.024,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.025,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.016,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
363,Invalid,Mining,123.28,%,Final,,SF030,SF030,371485.7541,7217700.058,B,undetermined,0.4,0,2.841,0,0,0,0.011,0,< LOD,0.27,0.212,0.035,91.196,0.051,3.87,0.06,0.765,0.019,0.095,0.008,0.064,0.003,0.68,0.019,0.542,0.026,0.22,0.006,0.008,0.003,0.007,0.002,0.079,0.008,2.208,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.003,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.027,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.018,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
364,Invalid,Mining,122.69,%,Final,,SF031,SF031,371483.8163,7217700.012,B,undetermined,0.362,0,2.877,0,0,0,0.009,0,< LOD,0.208,0.192,0.037,91.17,0.05,3.945,0.064,0.75,0.021,0.087,0.008,0.059,0.003,0.68,0.019,0.466,0.024,0.25,0.006,0.006,0.003,0.006,0.002,0.093,0.009,2.236,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.031,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.02,0.003,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
365,Invalid,Mining,123.02,%,Final,,SF032,SF032,371483.8106,7217701.97,B,undetermined,0.353,0,3.254,0,0.43,0,0.012,0,0.259,0.169,0.187,0.038,90.473,0.052,3.853,0.063,0.775,0.021,0.09,0.008,0.059,0.003,0.675,0.02,0.723,0.029,0.238,0.006,0.006,0.003,0.008,0.002,0.068,0.008,2.529,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.027,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.02,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
366,Invalid,Mining,123.28,%,Final,,SF033,SF033,371483.8222,7217704.151,B,undetermined,0.304,0,3.249,0,0,0,0.014,0,< LOD,0.209,0.161,0.035,90.838,0.053,3.942,0.061,0.792,0.02,0.09,0.008,0.058,0.003,0.738,0.02,0.464,0.024,0.251,0.006,0.007,0.003,0.01,0.002,0.065,0.008,2.526,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.03,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.018,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
367,Invalid,Mining,122.48,%,Final,,SF034,SF034,371483.899,7217706.083,B,undetermined,0.546,0,2.682,0,0,0,0.009,0,< LOD,0.209,0.289,0.038,90.769,0.053,4.472,0.065,0.769,0.02,0.092,0.008,0.053,0.003,0.641,0.018,0.45,0.023,0.237,0.006,0.007,0.002,0.006,0.002,0.073,0.008,2.085,0.024,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.03,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.019,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
368,Invalid,Mining,123.44,%,Final,,SF035,SF035,371483.794,7217708.058,B,undetermined,0.291,0,2.672,0,0,0,0.006,0,< LOD,0.211,0.154,0.035,91.028,0.052,4.175,0.063,0.769,0.02,0.083,0.008,0.06,0.003,0.652,0.018,0.63,0.026,0.233,0.006,0.006,0.002,0.004,0.002,0.069,0.008,2.077,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.023,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.029,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
369,Invalid,Mining,122.02,%,Final,,SF036,SF036,371483.8065,7217709.988,B,undetermined,0.399,0,2.644,0,0,0,0.008,0,< LOD,0.364,0.211,0.038,91.035,0.051,4.296,0.067,0.763,0.021,0.086,0.008,0.06,0.003,0.662,0.019,0.483,0.025,0.228,0.006,0.006,0.002,0.005,0.002,0.055,0.008,2.055,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.019,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
370,6/1/2007 0:05,Mining,122.53,%,Final,,SG01,SG01,371513.8276,7217649.995,C,undetermined,0.415,0,3.602,0,0,0,0.015,0,< LOD,0.377,0.22,0.038,90.737,0.053,3.629,0.061,0.702,0.02,0.082,0.008,0.059,0.003,0.759,0.021,0.573,0.028,0.261,0.006,0.009,0.003,0.01,0.002,0.085,0.009,2.8,0.028,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.036,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
371,6/1/2007 0:08,Mining,122.12,%,Final,,SG02,SG02,371511.9336,7217649.992,C,midden_4,0.198,0,3.686,0,0,0,0.012,0,< LOD,0.339,0.105,0.036,90.477,0.054,3.787,0.063,0.766,0.021,0.087,0.008,0.067,0.004,0.777,0.021,0.645,0.029,0.272,0.007,0.008,0.003,0.009,0.003,0.061,0.008,2.865,0.028,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.036,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.027,0.004,< LOD,0.007,< LOD,0.002,< LOD,0.002,< LOD,0.002
372,6/1/2007 0:12,Mining,122.08,%,Final,,SG03,SG03,371507.9981,7217649.893,C,stone_wall_1,0.262,0,3.814,0,0.313,0,0.012,0,< LOD,0.251,0.138,0.037,90.36,0.052,3.282,0.059,0.727,0.02,0.092,0.008,0.073,0.004,0.773,0.022,0.92,0.035,0.265,0.007,0.009,0.003,0.008,0.003,0.133,0.009,2.965,0.029,< LOD,0.011,< LOD,0.004,0.003,0.001,0.009,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
373,6/1/2007 0:16,Mining,122.97,%,Final,,SG04,SG04,371505.9937,7217649.903,C,stone_wall_1,0.252,0,3.72,0,0.308,0,0.016,0,< LOD,0.247,0.133,0.036,90.527,0.051,3.34,0.059,0.769,0.021,0.096,0.008,0.063,0.003,0.71,0.021,0.836,0.033,0.238,0.007,0.007,0.003,0.011,0.003,0.123,0.009,2.892,0.028,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.009,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
374,6/1/2007 0:20,Mining,123.13,%,Final,,SG05,SG05,371504.0092,7217650.049,C,undetermined,0.238,0,3.052,0,0,0,0.012,0,< LOD,0.212,0.126,0.034,91.313,0.049,3.334,0.056,0.729,0.019,0.082,0.008,0.058,0.003,0.661,0.02,0.921,0.033,0.237,0.006,0.005,0.003,0.008,0.002,0.095,0.009,2.372,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.007,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.02,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
375,6/1/2007 0:23,Mining,122.06,%,Final,,SG06,SG06,371503.7973,7217651.989,C,undetermined,0.256,0,3.161,0,0,0,0.013,0,< LOD,0.387,0.135,0.035,90.965,0.05,3.619,0.06,0.729,0.02,0.085,0.008,0.062,0.003,0.821,0.021,0.72,0.029,0.246,0.006,0.007,0.003,0.009,0.002,0.084,0.008,2.457,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.027,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
376,6/1/2007 0:27,Mining,122.33,%,Final,,SG07,SG07,371505.7792,7217651.881,C,stone_wall_1,0.273,0,3.177,0,0.288,0,0.012,0,< LOD,0.241,0.145,0.036,90.96,0.051,3.498,0.059,0.73,0.02,0.09,0.008,0.059,0.003,0.721,0.02,0.757,0.03,0.232,0.006,0.007,0.003,0.008,0.002,0.089,0.008,2.47,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.028,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.02,0.003,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
377,6/1/2007 0:30,Mining,122.4,%,Final,,SG08,SG08,371507.8152,7217651.845,C,stone_wall_1,0.232,0,3.702,0,0,0,0.013,0,< LOD,0.249,0.123,0.036,90.493,0.052,3.566,0.061,0.793,0.021,0.091,0.008,0.06,0.003,0.817,0.022,0.736,0.031,0.265,0.007,0.007,0.003,0.009,0.002,0.093,0.009,2.878,0.029,< LOD,0.011,< LOD,0.004,0.003,0.001,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.032,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
378,6/1/2007 0:34,Mining,121.14,%,Final,,SG09,SG09,371509.878,7217652.048,C,midden_4,0.369,0,3.874,0,0,0,0.016,0,< LOD,0.248,0.195,0.04,89.75,0.055,3.429,0.062,0.769,0.021,0.094,0.009,0.066,0.004,0.929,0.024,1.271,0.04,0.296,0.007,0.007,0.003,0.011,0.003,0.09,0.009,3.011,0.03,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.003,0.001,0.033,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.034,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
379,6/1/2007 0:37,Mining,121.58,%,Final,,SG010,SG010,371511.9334,7217651.989,C,midden_4,0.285,0,3.758,0,0.369,0,0.01,0,< LOD,0.249,0.151,0.037,90.42,0.052,3.363,0.059,0.79,0.021,0.093,0.008,0.06,0.003,0.815,0.021,0.778,0.031,0.242,0.006,0.008,0.003,0.007,0.002,0.059,0.008,2.921,0.029,< LOD,0.011,< LOD,0.004,< LOD,0.003,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.037,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
380,6/1/2007 0:41,Mining,121.53,%,Final,,SG011,SG011,371513.855,7217652.066,C,undetermined,0.282,0,3.252,0,0,0,0.009,0,< LOD,0.253,0.149,0.036,91.184,0.05,3.712,0.062,0.713,0.02,0.08,0.008,0.058,0.003,0.673,0.019,0.55,0.026,0.231,0.006,0.007,0.003,0.006,0.002,0.052,0.008,2.528,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.026,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
381,6/1/2007 0:45,Mining,124.33,%,Final,,SG012,SG012,371513.9419,7217654.113,C,undetermined,0.351,0,3.782,0,0.32,0,0.014,0,< LOD,0.253,0.186,0.038,90.149,0.055,3.743,0.062,0.784,0.021,0.092,0.008,0.063,0.003,0.783,0.022,0.646,0.03,0.268,0.007,0.008,0.003,0.009,0.003,0.071,0.008,2.94,0.028,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.033,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
382,6/1/2007 0:49,Mining,121.58,%,Final,,SG013,SG013,371511.7563,7217654.224,C,midden_4,0.385,0,3.61,0,0,0,0.011,0,< LOD,0.266,0.204,0.038,90.364,0.052,3.831,0.063,0.821,0.021,0.092,0.008,0.06,0.003,0.762,0.021,0.612,0.029,0.284,0.007,0.008,0.003,0.007,0.002,0.073,0.008,2.806,0.028,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.041,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.027,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
383,6/1/2007 0:52,Mining,122.25,%,Final,,SG014,SG014,371509.7615,7217654.197,C,midden_4,0.231,0,3.415,0,0,0,0.013,0,< LOD,0.216,0.122,0.036,90.693,0.052,3.739,0.062,0.821,0.021,0.105,0.009,0.06,0.003,0.746,0.02,0.64,0.028,0.259,0.006,0.009,0.003,0.009,0.002,0.069,0.008,2.654,0.028,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.035,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.026,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
384,6/1/2007 0:57,Mining,122.4,%,Final,,SG015,SG015,371507.5046,7217654.301,C,stone_wall_1,0.317,0,3.894,0,0,0,0.014,0,< LOD,0.266,0.168,0.036,90.516,0.052,3.689,0.061,0.809,0.021,0.104,0.008,0.068,0.003,0.671,0.02,0.499,0.026,0.269,0.006,0.009,0.003,0.01,0.002,0.09,0.009,3.026,0.029,< LOD,0.011,< LOD,0.004,0.002,0.001,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.035,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
385,6/1/2007 1:03,Mining,146.67,%,Final,,SG016,SG016,371505.749,7217654.168,C,stone_wall_1,0.289,0,3.391,0,0,0,0.011,0,< LOD,0.232,0.153,0.038,90.335,0.039,3.76,0.061,0.839,0.021,0.106,0.009,0.061,0.003,0.685,0.019,1.006,0.033,0.271,0.006,0.005,0.003,0.008,0.002,0.07,0.006,2.636,0.019,< LOD,0.007,< LOD,0.003,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.03,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.004,< LOD,0.002,< LOD,0.002,< LOD,0.002
386,6/1/2007 1:09,Mining,121.45,%,Final,,SG017,SG017,371503.7443,7217654.07,C,undetermined,0.309,0,3.361,0,0,0,0.012,0,< LOD,0.228,0.163,0.038,90.405,0.051,3.52,0.061,0.82,0.021,0.095,0.008,0.058,0.003,0.698,0.02,1.214,0.038,0.263,0.007,0.006,0.003,0.008,0.002,0.082,0.008,2.613,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.02,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
387,6/1/2007 1:14,Mining,122.41,%,Final,,SG018,SG018,371503.7656,7217656.057,C,undetermined,0.278,0,3.494,0,0,0,0.011,0,< LOD,0.222,0.147,0.036,90.804,0.05,3.625,0.061,0.796,0.021,0.103,0.008,0.059,0.003,0.714,0.02,0.614,0.028,0.266,0.006,0.008,0.003,0.008,0.002,0.068,0.008,2.716,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.044,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.02,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
388,6/1/2007 1:25,Mining,121.25,%,Final,,SG019,SG019,371505.7653,7217655.851,C,undetermined,0.505,0,2.983,0,0,0,0.012,0,< LOD,0.362,0.267,0.04,90.386,0.052,4.168,0.065,0.796,0.021,0.094,0.008,0.055,0.003,0.649,0.019,0.889,0.032,0.228,0.006,0.007,0.003,0.009,0.002,0.071,0.008,2.319,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
389,6/1/2007 1:30,Mining,123.22,%,Final,,SG020,SG020,371507.7369,7217655.848,C,undetermined,0.26,0,2.793,0,0,0,0.011,0,< LOD,0.365,0.138,0.036,91.272,0.049,3.905,0.063,0.759,0.021,0.084,0.008,0.064,0.003,0.636,0.018,0.612,0.026,0.232,0.006,0.006,0.002,0.007,0.002,0.056,0.008,2.171,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.03,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.019,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
390,6/1/2007 1:33,Mining,121.6,%,Final,,SG021,SG021,371509.7711,7217655.901,C,undetermined,0.358,0,3.294,0,0.427,0,0.012,0,0.258,0.169,0.189,0.038,90.504,0.053,3.844,0.063,0.793,0.021,0.077,0.008,0.094,0.004,0.737,0.02,0.532,0.026,0.262,0.006,0.007,0.003,0.008,0.002,0.07,0.008,2.56,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.036,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
391,6/1/2007 1:37,Mining,122.84,%,Final,,SG022,SG022,371511.7608,7217656.04,C,undetermined,0.359,0,3.522,0,0,0,0.013,0,< LOD,0.217,0.19,0.038,90.71,0.05,3.611,0.061,0.757,0.021,0.096,0.009,0.059,0.003,0.7,0.02,0.744,0.03,0.244,0.006,0.009,0.003,0.009,0.002,0.075,0.008,2.738,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.033,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.016,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
392,6/1/2007 1:43,Mining,122.24,%,Final,,SG023a,SG023,371513.8657,7217656.073,C,undetermined,0.295,0,3.41,0,0,0,0.01,0,< LOD,0.224,0.156,0.036,91.091,0.049,3.698,0.061,0.779,0.021,0.081,0.008,0.059,0.003,0.61,0.019,0.478,0.024,0.257,0.006,0.006,0.003,0.007,0.002,0.061,0.008,2.651,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.034,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
393,6/1/2007 1:45,Mining,121.8,%,Final,,SG023b,SG023,371513.8657,7217656.073,C,undetermined,0.249,0,3.099,0,0,0,0.009,0,< LOD,0.314,0.132,0.035,91.281,0.049,3.757,0.062,0.808,0.021,0.091,0.008,0.057,0.003,0.598,0.019,0.497,0.025,0.24,0.006,0.006,0.003,0.006,0.002,0.056,0.008,2.409,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.033,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
