Reading No,Time,Type,Duration,Units,Sequence,Flags,SAMPLE,OBJNAME,X,Y,area,element,Al2O3,Al2O3 Error,FeO,FeO Error,MgO,MgO Error,Cr2O3,Cr2O3 Error,Mg,Mg Error,Al,Al Error,Bal,Bal Error,Si,Si Error,P,P Error,S,S Error,Cl,Cl Error,K,K Error,Ca,Ca Error,Ti,Ti Error,V,V Error,Cr,Cr Error,Mn,Mn Error,Fe,Fe Error,Co,Co Error,Ni,Ni Error,Cu,Cu Error,Zn,Zn Error,As,As Error,Se,Se Error,Rb,Rb Error,Sr,Sr Error,Zr,Zr Error,Nb,Nb Error,Mo,Mo Error,Pd,Pd Error,Ag,Ag Error,Cd,Cd Error,Sn,Sn Error,Sb,Sb Error,Ba,Ba Error,W,W Error,Au,Au Error,Pb,Pb Error,Bi,Bi Error
199,6/1/2007 2:02,Mining,124.15,%,Final,,SB055,SB055,371393.8372,7217612.025,A,undetermined,0.377,0,3.863,0,0,0,0.017,0,< LOD,0.247,0.199,0.04,89.984,0.054,3.085,0.059,0.776,0.021,0.097,0.009,0.063,0.004,0.935,0.024,1.361,0.042,0.239,0.007,0.011,0.003,0.012,0.003,0.168,0.01,3.003,0.03,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.008,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.003,0.001,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
200,6/1/2007 2:07,Mining,120.96,%,Final,,SB056,SB056,371393.7648,7217614.067,A,undetermined,0.477,0,3.548,0,0,0,0.013,0,< LOD,0.239,0.253,0.041,89.971,0.054,3.525,0.061,0.791,0.021,0.106,0.009,0.058,0.003,0.856,0.023,1.223,0.039,0.259,0.007,0.006,0.003,0.009,0.003,0.121,0.009,2.758,0.028,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.007,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.003,0.001,0.023,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
201,6/1/2007 2:12,Mining,121.91,%,Final,,SB057,SB057,371393.8089,7217616.11,A,undetermined,0.286,0,3.339,0,0,0,0.015,0,< LOD,0.355,0.151,0.037,90.601,0.05,3.426,0.06,0.82,0.021,0.103,0.009,0.058,0.003,0.795,0.022,1.013,0.036,0.256,0.006,0.01,0.003,0.01,0.002,0.092,0.008,2.596,0.027,< LOD,0.01,< LOD,0.004,0.002,0.001,0.006,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.027,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
202,6/1/2007 2:17,Mining,122.9,%,Final,,SB058,SB058,371393.7502,7217618.049,A,undetermined,0.292,0,3.245,0,0,0,0.012,0,< LOD,0.237,0.155,0.037,90.659,0.05,3.4,0.06,0.831,0.021,0.098,0.009,0.061,0.003,0.819,0.022,1.033,0.036,0.255,0.006,0.01,0.003,0.008,0.002,0.086,0.008,2.522,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.025,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.026,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
203,6/1/2007 2:23,Mining,122.5,%,Final,,SB059,SB059,371391.8903,7217618.062,A,undetermined,0.418,0,3.373,0,0,0,0.014,0,< LOD,0.245,0.221,0.042,89.587,0.053,3.231,0.061,0.786,0.022,0.107,0.009,0.058,0.004,0.84,0.023,2.12,0.05,0.243,0.007,0.009,0.003,0.01,0.002,0.106,0.009,2.622,0.027,< LOD,0.01,< LOD,0.004,0.002,0.001,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.004,0.001,0.027,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.02,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
204,6/1/2007 2:27,Mining,123.64,%,Final,,SB060,SB060,371391.7971,7217616.071,A,undetermined,0.274,0,3.252,0,0,0,0.009,0,< LOD,0.234,0.145,0.037,90.799,0.05,3.418,0.06,0.785,0.021,0.097,0.009,0.056,0.003,0.744,0.02,1.042,0.034,0.231,0.006,0.007,0.003,0.006,0.002,0.079,0.008,2.528,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.026,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
205,6/1/2007 2:34,Mining,122,%,Final,,SB061,SB061,371391.7816,7217613.924,A,undetermined,0.28,0,3.67,0,0,0,0.015,0,< LOD,0.236,0.148,0.038,90.281,0.053,3.518,0.062,0.785,0.021,0.089,0.009,0.06,0.004,0.863,0.023,0.958,0.036,0.264,0.007,0.009,0.003,0.01,0.003,0.094,0.009,2.853,0.029,< LOD,0.011,< LOD,0.004,< LOD,0.003,0.007,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.027,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.026,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
206,6/1/2007 2:39,Mining,123.83,%,Final,,SB062,SB062,371391.8514,7217612.11,A,undetermined,0.409,0,3.585,0,0,0,0.016,0,< LOD,0.231,0.216,0.04,90.446,0.052,3.172,0.059,0.782,0.021,0.099,0.009,0.056,0.004,0.904,0.024,1.019,0.037,0.279,0.007,0.01,0.003,0.011,0.003,0.151,0.009,2.787,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.007,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.003,0.001,0.023,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.026,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
207,6/1/2007 2:44,Mining,121.89,%,Final,,SB063,SB063,371389.9181,7217612.078,A,undetermined,0.299,0,3.532,0,0,0,0.018,0,< LOD,0.414,0.158,0.04,89.989,0.053,3.311,0.061,0.815,0.022,0.103,0.009,0.059,0.004,0.865,0.023,1.451,0.043,0.281,0.007,0.009,0.003,0.012,0.003,0.135,0.009,2.746,0.028,< LOD,0.01,< LOD,0.004,0.002,0.001,0.01,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.003,0.001,0.025,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
208,6/1/2007 2:48,Mining,123.14,%,Final,,SB064,SB064,371389.9505,7217613.861,A,undetermined,0.265,0,3.29,0,0,0,0.015,0,< LOD,0.421,0.14,0.038,90.543,0.051,3.274,0.06,0.804,0.022,0.103,0.009,0.06,0.003,0.822,0.022,1.285,0.038,0.235,0.006,0.008,0.003,0.01,0.002,0.102,0.009,2.557,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.003,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.021,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
209,6/1/2007 2:53,Mining,122.1,%,Final,,SB065,SB065,371389.9611,7217615.966,A,undetermined,0.363,0,3.467,0,0,0,0.014,0,< LOD,0.221,0.192,0.039,90.242,0.052,3.402,0.061,0.768,0.021,0.109,0.009,0.057,0.003,0.786,0.022,1.296,0.04,0.269,0.007,0.009,0.003,0.01,0.003,0.105,0.009,2.695,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.026,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
210,6/1/2007 2:57,Mining,123.75,%,Final,,SB066,SB066,371389.9091,7217618.027,A,undetermined,0.285,0,3.264,0,0,0,0.01,0,< LOD,0.244,0.151,0.039,89.361,0.06,3.181,0.058,0.772,0.021,0.094,0.008,0.055,0.003,0.75,0.021,2.676,0.053,0.251,0.006,0.007,0.003,0.007,0.002,0.097,0.009,2.537,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.004,0.001,0.025,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
211,6/1/2007 3:01,Mining,122.49,%,Final,,SB067,SB067,371387.8503,7217618.059,A,midden_1,0.306,0,3.469,0,0,0,0.017,0,< LOD,0.449,0.162,0.049,86.89,0.071,2.739,0.061,0.734,0.023,0.087,0.01,0.051,0.004,0.801,0.022,5.403,0.076,0.235,0.007,0.009,0.003,0.012,0.003,0.108,0.009,2.697,0.028,< LOD,0.011,< LOD,0.004,0.003,0.001,0.004,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.007,0.001,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.006,< LOD,0.002,< LOD,0.002,< LOD,0.002
212,6/1/2007 3:06,Mining,122.28,%,Final,,SB068,SB068,371387.8292,7217616.07,A,undetermined,0.267,0,3.453,0,0,0,0.015,0,< LOD,0.323,0.141,0.039,89.835,0.054,3.304,0.061,0.759,0.021,0.089,0.009,0.064,0.004,0.814,0.022,1.912,0.046,0.249,0.006,0.008,0.003,0.01,0.002,0.073,0.008,2.684,0.028,< LOD,0.011,< LOD,0.004,< LOD,0.003,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.003,0.001,0.026,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
213,6/1/2007 3:10,Mining,123.3,%,Final,,SB069,SB069,371387.7592,7217614.073,A,undetermined,0.279,0,3.426,0,0,0,0.014,0,< LOD,0.229,0.148,0.037,90.814,0.049,3.01,0.057,0.767,0.021,0.098,0.009,0.058,0.003,0.815,0.022,1.208,0.038,0.25,0.006,0.007,0.003,0.009,0.002,0.095,0.008,2.663,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.003,0.001,0.025,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
214,6/1/2007 3:14,Mining,121.56,%,Final,,SB070,SB070,371387.7676,7217612.12,A,undetermined,0.209,0,3.186,0,0,0,0.017,0,< LOD,0.207,0.111,0.036,90.782,0.049,3.339,0.059,0.802,0.021,0.1,0.009,0.056,0.003,0.79,0.022,1.136,0.037,0.24,0.006,0.007,0.003,0.011,0.002,0.095,0.008,2.477,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.02,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
215,6/1/2007 3:18,Mining,140.28,%,Final,,SB071,SB071,371387.8965,7217610.201,A,undetermined,0.491,0,3.696,0,0,0,0.013,0,< LOD,0.376,0.26,0.042,89.59,0.043,3.598,0.062,0.818,0.022,0.108,0.009,0.062,0.004,0.89,0.024,1.267,0.041,0.269,0.007,0.008,0.003,0.009,0.003,0.179,0.008,2.873,0.022,< LOD,0.008,< LOD,0.003,0.002,0.001,0.009,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.003,0.001,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.026,0.004,< LOD,0.004,< LOD,0.002,< LOD,0.002,< LOD,0.002
216,6/1/2007 4:17,Mining,123.14,%,Final,,SB072,SB072,371385.7641,7217610.069,A,undetermined,0.242,0,3.37,0,0.491,0,0.016,0,0.296,0.175,0.128,0.037,90.356,0.053,3.344,0.06,0.807,0.021,0.103,0.009,0.059,0.003,0.835,0.022,1.001,0.035,0.251,0.006,0.01,0.003,0.011,0.002,0.119,0.009,2.619,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.007,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
217,6/1/2007 4:22,Mining,122.24,%,Final,,SB073,SB073,371385.8083,7217612.137,A,undetermined,0.268,0,3.203,0,0,0,0.012,0,< LOD,0.348,0.142,0.037,90.853,0.049,3.359,0.059,0.836,0.021,0.096,0.008,0.059,0.003,0.806,0.022,0.92,0.034,0.284,0.007,0.007,0.003,0.009,0.002,0.083,0.008,2.49,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.025,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.019,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
219,6/1/2007 4:28,Mining,121.85,%,Final,,SB074,SB074,371385.5922,7217614.167,A,undetermined,0.369,0,3.798,0,0.488,0,0.015,0,0.294,0.18,0.195,0.04,89.856,0.056,3.187,0.059,0.812,0.022,0.101,0.009,0.06,0.004,0.931,0.024,1.144,0.039,0.28,0.007,0.009,0.003,0.01,0.003,0.103,0.009,2.952,0.029,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.003,0.001,0.024,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
220,6/1/2007 4:32,Mining,122.3,%,Final,,SB075,SB075,371385.8361,7217616.142,A,midden_1,0.284,0,3.816,0,0,0,0.013,0,< LOD,0.27,0.15,0.042,88.658,0.061,3.207,0.061,0.809,0.022,0.104,0.009,0.06,0.004,0.825,0.022,2.768,0.055,0.258,0.007,0.009,0.003,0.009,0.003,0.099,0.009,2.966,0.028,< LOD,0.011,< LOD,0.004,0.002,0.001,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.004,0.001,0.033,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.027,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
221,6/1/2007 4:37,Mining,122.44,%,Final,,SB076,SB076,371385.8326,7217618.136,A,midden_1,0.261,0,3.496,0,0,0,0.014,0,< LOD,0.265,0.138,0.042,88.683,0.062,3.336,0.063,0.821,0.023,0.084,0.009,0.057,0.004,0.95,0.023,2.771,0.055,0.258,0.007,0.009,0.003,0.009,0.003,0.092,0.009,2.718,0.027,< LOD,0.01,< LOD,0.004,0.002,0.001,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.005,0.001,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.029,0.004,< LOD,0.006,< LOD,0.002,< LOD,0.002,< LOD,0.002
222,6/1/2007 4:41,Mining,121.6,%,Final,,SB077,SB077,371383.8404,7217610.081,A,undetermined,0.305,0,3.329,0,0,0,0.012,0,< LOD,0.213,0.162,0.037,90.657,0.051,3.493,0.06,0.812,0.021,0.096,0.008,0.055,0.003,0.798,0.022,0.951,0.035,0.219,0.006,0.009,0.003,0.008,0.002,0.084,0.008,2.588,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.007,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.028,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.026,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
223,6/1/2007 4:46,Mining,122.68,%,Final,,SB078,SB078,371383.7955,7217611.983,A,undetermined,0.287,0,3.262,0,0,0,0.013,0,< LOD,0.222,0.152,0.037,90.512,0.051,3.673,0.062,0.842,0.021,0.101,0.009,0.06,0.003,0.856,0.022,0.869,0.032,0.245,0.006,0.008,0.003,0.009,0.002,0.074,0.008,2.536,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.027,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
224,6/1/2007 4:52,Mining,121.77,%,Final,,SB079,SB079,371383.8626,7217613.801,A,undetermined,0.277,0,3.339,0,0,0,0.014,0,< LOD,0.243,0.147,0.038,90.324,0.052,3.525,0.062,0.856,0.022,0.107,0.009,0.063,0.004,0.914,0.023,1.043,0.035,0.263,0.006,0.01,0.003,0.01,0.002,0.081,0.008,2.595,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.003,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.031,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
225,6/1/2007 4:55,Mining,121.5,%,Final,,SB080,SB080,371383.9289,7217615.997,A,undetermined,0.359,0,3.441,0,0,0,0.016,0,< LOD,0.451,0.19,0.044,88.614,0.063,3.385,0.063,0.821,0.023,0.095,0.009,0.06,0.004,0.885,0.023,2.854,0.056,0.236,0.006,0.008,0.003,0.011,0.003,0.092,0.009,2.675,0.027,< LOD,0.01,< LOD,0.004,0.002,0.001,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.004,0.001,0.033,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
226,6/1/2007 5:01,Mining,122.65,%,Final,,SB081,SB081,371383.7772,7217617.975,A,midden_1,0.38,0,3.445,0,0.468,0,0.011,0,0.283,0.177,0.201,0.04,89.492,0.059,3.69,0.062,0.815,0.021,0.089,0.008,0.06,0.003,0.809,0.022,1.416,0.04,0.293,0.007,0.008,0.003,0.008,0.002,0.073,0.008,2.678,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.044,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.028,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
227,6/1/2007 5:12,Mining,121.92,%,Final,,SC01,SC01,371403.7972,7217608.07,A,undetermined,0.351,0,3.345,0,0,0,0.014,0,< LOD,0.32,0.186,0.038,90.411,0.051,3.523,0.061,0.758,0.021,0.098,0.008,0.058,0.003,0.842,0.022,1.041,0.036,0.279,0.007,0.009,0.003,0.01,0.003,0.119,0.009,2.6,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.003,0.001,0.03,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
228,6/1/2007 5:27,Mining,122.53,%,Final,,SC02a,SC02,371403.856,7217605.985,A,undetermined,0.322,0,3.07,0,0,0,0.012,0,< LOD,0.333,0.171,0.037,90.964,0.049,3.384,0.06,0.764,0.021,0.107,0.009,0.07,0.004,0.79,0.021,0.937,0.033,0.246,0.006,0.007,0.003,0.008,0.002,0.1,0.009,2.386,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.003,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.032,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
229,6/1/2007 5:30,Mining,121.41,%,Final,,SC02b,SC02,371403.856,7217605.985,A,undetermined,0.241,0,3.171,0,0,0,0.01,0,< LOD,0.257,0.127,0.036,90.774,0.052,3.504,0.06,0.771,0.021,0.106,0.009,0.085,0.004,0.79,0.021,0.941,0.033,0.251,0.006,0.007,0.003,0.007,0.002,0.106,0.009,2.464,0.026,< LOD,0.01,< LOD,0.004,0.002,0.001,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.028,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
230,6/1/2007 5:33,Mining,121.99,%,Final,,SC02c,SC02,371403.856,7217605.985,A,undetermined,0.294,0,3.055,0,0,0,0.015,0,< LOD,0.22,0.155,0.037,91.018,0.049,3.372,0.059,0.766,0.021,0.105,0.009,0.062,0.003,0.776,0.021,0.925,0.033,0.253,0.006,0.006,0.003,0.01,0.002,0.104,0.009,2.375,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.034,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
231,6/1/2007 5:39,Mining,123.38,%,Final,,SC03,SC03,371403.8874,7217604.027,A,undetermined,0.561,0,3.108,0,0,0,0.013,0,< LOD,0.223,0.297,0.041,89.766,0.055,4.615,0.069,0.767,0.021,0.094,0.008,0.06,0.003,0.788,0.021,0.747,0.03,0.261,0.006,0.007,0.003,0.009,0.002,0.11,0.009,2.416,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.003,0.001,0.002,0.001,0.025,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
232,6/1/2007 5:43,Mining,122.21,%,Final,,SC04,SC04,371403.9534,7217601.991,A,undetermined,0.384,0,2.812,0,0,0,0.007,0,< LOD,0.313,0.203,0.037,90.746,0.051,4.243,0.065,0.79,0.021,0.094,0.008,0.06,0.003,0.706,0.02,0.51,0.025,0.298,0.006,0.007,0.003,0.005,0.002,0.082,0.008,2.186,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.038,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
233,6/1/2007 5:47,Mining,121.53,%,Final,,SC05,SC05,371403.9432,7217600.137,A,undetermined,0.394,0,2.858,0,0,0,0.008,0,< LOD,0.219,0.209,0.037,90.943,0.051,4.224,0.065,0.796,0.021,0.092,0.008,0.058,0.003,0.638,0.019,0.415,0.023,0.241,0.006,0.008,0.003,0.006,0.002,0.073,0.008,2.222,0.025,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.042,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
234,6/1/2007 5:53,Mining,122.67,%,Final,,SC06,SC06,371401.6708,7217600.052,A,undetermined,0.245,0,2.854,0,0.361,0,0.012,0,< LOD,0.245,0.13,0.036,90.862,0.051,3.865,0.063,0.805,0.021,0.092,0.008,0.061,0.003,0.675,0.019,0.618,0.027,0.277,0.006,0.007,0.003,0.008,0.002,0.103,0.009,2.219,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.006,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.02,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
235,6/1/2007 5:57,Mining,122.28,%,Final,,SC07,SC07,371401.6755,7217602.052,A,undetermined,0.306,0,2.585,0,0,0,0.009,0,< LOD,0.226,0.162,0.037,91.333,0.048,3.84,0.063,0.799,0.021,0.092,0.009,0.062,0.003,0.65,0.019,0.644,0.028,0.232,0.006,0.006,0.003,0.006,0.002,0.106,0.009,2.009,0.023,< LOD,0.009,< LOD,0.004,< LOD,0.003,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.031,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.017,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
